x_val,y_val,z_val,x_int,y_int,z_int,x_held,y_held,step_counter,cum_int,cum_total_score,cum_trial_score,reward,trial_count,graph,cb_group,has_focus
27,75,3,0,1,0,0,0,8,2,8,0,false,3,4,"A",1
-10,-6,-2,0,0,0,0,0,9,2,8,0,false,3,4,"A",1
-13,-24,-26,0,0,0,0,0,10,2,8,0,false,3,4,"A",1
10,-38,-41,0,0,0,0,0,11,2,8,0,false,3,4,"A",1
-50,-18,12,1,0,0,0,0,12,3,7,0,false,3,4,"A",1
-50,-12,-9,1,0,0,0,0,13,4,6,0,false,3,4,"A",1
-50,11,-4,1,0,0,0,0,14,5,5,0,false,3,4,"A",1
-50,8,5,1,0,0,0,0,15,6,4,0,false,3,4,"A",1
0,0,0,0,0,0,0,0,0,0,4,0,false,4,1,"A",1
-30,-12,-35,0,0,0,0,0,1,0,4,0,false,4,1,"A",1
0,-4,-3,0,0,0,0,0,2,0,4,0,false,4,1,"A",1
-30,23,23,0,0,0,0,0,3,0,4,0,false,4,1,"A",1
75,8,14,1,0,0,0,0,4,1,3,0,false,4,1,"A",1
37,-2,-27,0,0,0,0,0,5,1,3,0,false,4,1,"A",1
40,-33,-18,0,0,0,0,0,6,1,3,0,false,4,1,"A",1
-9,-18,-22,0,0,0,0,0,7,1,3,0,false,4,1,"A",1
16,75,6,0,1,0,0,0,8,2,2,0,false,4,1,"A",1
18,28,51,0,0,0,0,0,9,2,7,5,true,4,1,"A",1
41,1,13,0,0,0,0,0,10,2,7,5,false,4,1,"A",1
16,-10,-17,0,0,0,0,0,11,2,7,5,false,4,1,"A",1
-50,-4,11,1,0,0,0,0,12,3,6,5,false,4,1,"A",1
-50,-12,-15,1,0,0,0,0,13,4,5,5,false,4,1,"A",1
-50,4,40,1,0,0,0,0,14,5,9,10,true,4,1,"A",1
-50,-11,22,1,0,0,0,0,15,6,8,10,false,4,1,"A",1
0,0,0,0,0,0,0,0,0,0,8,0,false,5,2,"A",1
-7,-14,-1,0,0,0,0,0,1,0,8,0,false,5,2,"A",1
12,1,19,0,0,0,0,0,2,0,8,0,false,5,2,"A",1
-6,-6,4,0,0,0,0,0,3,0,8,0,false,5,2,"A",1
75,4,-19,1,0,0,0,0,4,1,7,0,false,5,2,"A",1
22,-10,-14,0,0,0,0,0,5,1,7,0,false,5,2,"A",1
24,-1,14,0,0,0,0,0,6,1,7,0,false,5,2,"A",1
2,-50,5,0,0,0,0,0,7,1,7,0,false,5,2,"A",1
-20,75,9,0,1,0,0,0,8,2,6,0,false,5,2,"A",1
-42,-20,-10,0,0,0,0,0,9,2,6,0,false,5,2,"A",1
-32,-31,-51,0,0,0,0,0,10,2,6,0,false,5,2,"A",1
-11,-19,13,0,0,0,0,0,11,2,6,0,false,5,2,"A",1
-50,1,-15,1,0,0,0,0,12,3,5,0,false,5,2,"A",1
-50,3,-26,1,0,0,0,0,13,4,4,0,false,5,2,"A",1
-50,-28,9,1,0,0,0,0,14,5,3,0,false,5,2,"A",1
-50,-24,20,1,0,0,0,0,15,6,2,0,false,5,2,"A",1
