x_val,y_val,z_val,x_int,y_int,z_int,x_held,y_held,step_counter,cum_int,cum_total_score,cum_trial_score,reward,trial_count,graph,cb_group,has_focus
-75,-3,5,1,0,0,0,0,10,2,57,0,false,2,3,"A",1
-18,-1,63,0,0,0,0,0,11,2,57,0,false,2,3,"A",1
-7,-9,21,0,0,0,0,0,12,2,57,0,false,2,3,"A",1
-11,5,10,0,0,0,0,0,13,2,57,0,false,2,3,"A",1
2,-2,8,0,0,0,0,0,14,2,57,0,false,2,3,"A",1
-4,75,-1,0,1,0,0,0,15,3,56,0,false,2,3,"A",1
55,14,-55,0,0,0,0,0,16,3,56,0,false,2,3,"A",1
21,4,-67,0,0,0,0,0,17,3,56,0,false,2,3,"A",1
6,7,-24,0,0,0,0,0,18,3,56,0,false,2,3,"A",1
5,-3,-15,0,0,0,0,0,19,3,56,0,false,2,3,"A",1
-3,-75,-7,0,1,0,0,0,20,4,55,0,false,2,3,"A",1
-66,-9,61,0,0,0,0,0,21,4,55,0,false,2,3,"A",1
-18,-8,73,0,0,0,0,0,22,4,55,0,false,2,3,"A",1
-10,0,35,0,0,0,0,0,23,4,55,0,false,2,3,"A",1
-8,0,8,0,0,0,0,0,24,4,55,0,false,2,3,"A",1
-50,0,4,1,0,0,0,0,25,5,54,0,false,2,3,"A",1
-50,1,40,1,0,0,0,0,26,6,58,5,true,2,3,"A",1
-50,1,44,1,0,0,0,0,27,7,62,10,true,2,3,"A",1
-50,6,50,1,0,0,0,0,28,8,66,15,true,2,3,"A",1
-3,-2,43,0,0,0,0,0,29,8,71,20,true,2,3,"A",1
-6,2,18,0,0,0,0,0,30,8,71,20,false,2,3,"A",1
0,0,0,0,0,0,0,0,0,0,10,0,false,3,2,"A",1
3,-6,-2,0,0,0,0,0,1,0,10,0,false,3,2,"A",1
6,-7,-4,0,0,0,0,0,2,0,10,0,false,3,2,"A",1
8,9,2,0,0,0,0,0,3,0,10,0,false,3,2,"A",1
-7,1,-1,0,0,0,0,0,4,0,10,0,false,3,2,"A",1
75,-4,4,1,0,0,0,0,5,1,9,0,false,3,2,"A",1
22,-3,-55,0,0,0,0,0,6,1,9,0,false,3,2,"A",1
12,6,-17,0,0,0,0,0,7,1,9,0,false,3,2,"A",1
-2,8,-9,0,0,0,0,0,8,1,9,0,false,3,2,"A",1
-4,7,-9,0,0,0,0,0,9,1,9,0,false,3,2,"A",1
-75,-7,1,1,0,0,0,0,10,2,8,0,false,3,2,"A",1
-11,-3,52,0,0,0,0,0,11,2,13,5,true,3,2,"A",1
-1,2,24,0,0,0,0,0,12,2,13,5,false,3,2,"A",1
-4,2,2,0,0,0,0,0,13,2,13,5,false,3,2,"A",1
-2,2,1,0,0,0,0,0,14,2,13,5,false,3,2,"A",1
1,75,3,0,1,0,0,0,15,3,12,5,false,3,2,"A",1
-62,21,-2,0,0,0,0,0,16,3,12,5,false,3,2,"A",1
-31,-2,56,0,0,0,0,0,17,3,17,10,true,3,2,"A",1
-12,1,37,0,0,0,0,0,18,3,17,10,false,3,2,"A",1
-3,2,19,0,0,0,0,0,19,3,17,10,false,3,2,"A",1
1,-75,8,0,1,0,0,0,20,4,16,10,false,3,2,"A",1
59,-10,-2,0,0,0,0,0,21,4,16,10,false,3,2,"A",1
19,0,-43,0,0,0,0,0,22,4,16,10,false,3,2,"A",1
11,-1,-20,0,0,0,0,0,23,4,16,10,false,3,2,"A",1
5,0,-15,0,0,0,0,0,24,4,16,10,false,3,2,"A",1
-50,-4,-10,1,0,0,0,0,25,5,15,10,false,3,2,"A",1
-50,2,35,1,0,0,0,0,26,6,14,10,false,3,2,"A",1
-50,-1,48,1,0,0,0,0,27,7,18,15,true,3,2,"A",1
-50,-3,55,1,0,0,0,0,28,8,22,20,true,3,2,"A",1
-15,-3,57,0,0,0,0,0,29,8,27,25,true,3,2,"A",1
4,-4,24,0,0,0,0,0,30,8,27,25,false,3,2,"A",1
0,0,0,0,0,0,0,0,0,0,27,0,false,4,5,"A",1
-3,-4,6,0,0,0,0,0,1,0,27,0,false,4,5,"A",1
3,1,3,0,0,0,0,0,2,0,27,0,false,4,5,"A",1
2,2,1,0,0,0,0,0,3,0,27,0,false,4,5,"A",1
-3,-2,-5,0,0,0,0,0,4,0,27,0,false,4,5,"A",1
75,7,3,1,0,0,0,0,5,1,26,0,false,4,5,"A",1
19,3,-72,0,0,0,0,0,6,1,26,0,false,4,5,"A",1
-58,6,-30,0,0,0,0,0,7,1,26,0,false,4,5,"A",1
-39,-5,36,0,0,0,0,0,8,1,26,0,false,4,5,"A",1
25,-1,41,0,0,0,0,0,9,1,31,5,true,4,5,"A",1
-75,1,-9,1,0,0,0,0,10,2,30,5,false,4,5,"A",1
-28,-1,51,0,0,0,0,0,11,2,35,10,true,4,5,"A",1
32,6,36,0,0,0,0,0,12,2,35,10,false,4,5,"A",1
38,1,-26,0,0,0,0,0,13,2,35,10,false,4,5,"A",1
-6,3,-27,0,0,0,0,0,14,2,35,10,false,4,5,"A",1
-21,75,4,0,1,0,0,0,15,3,34,10,false,4,5,"A",1
6,13,-38,0,0,0,0,0,16,3,34,10,false,4,5,"A",1
-34,5,-22,0,0,0,0,0,17,3,34,10,false,4,5,"A",1
-24,0,18,0,0,0,0,0,18,3,34,10,false,4,5,"A",1
11,1,20,0,0,0,0,0,19,3,34,10,false,4,5,"A",1
15,-75,-10,0,1,0,0,0,20,4,33,10,false,4,5,"A",1
1,-7,44,0,0,0,0,0,21,4,38,15,true,4,5,"A",1
34,-6,5,0,0,0,0,0,22,4,38,15,false,4,5,"A",1
12,9,-23,0,0,0,0,0,23,4,38,15,false,4,5,"A",1
-21,2,-17,0,0,0,0,0,24,4,38,15,false,4,5,"A",1
-50,-4,18,1,0,0,0,0,25,5,37,15,false,4,5,"A",1
-50,-4,46,1,0,0,0,0,26,6,41,20,true,4,5,"A",1
-50,5,48,1,0,0,0,0,27,7,45,25,true,4,5,"A",1
-50,4,48,1,0,0,0,0,28,8,49,30,true,4,5,"A",1
27,-3,48,0,0,0,0,0,29,8,54,35,true,4,5,"A",1
52,-2,-12,0,0,0,0,0,30,8,54,35,false,4,5,"A",1
0,0,0,0,0,0,0,0,0,0,54,0,false,5,1,"A",1
2,3,10,0,0,0,0,0,1,0,54,0,false,5,1,"A",1
0,0,9,0,0,0,0,0,2,0,54,0,false,5,1,"A",1
-2,-3,1,0,0,0,0,0,3,0,54,0,false,5,1,"A",1
-7,-2,3,0,0,0,0,0,4,0,54,0,false,5,1,"A",1
75,12,4,1,0,0,0,0,5,1,53,0,false,5,1,"A",1
6,-56,-48,0,0,0,0,0,6,1,53,0,false,5,1,"A",1
0,-9,-50,0,0,0,0,0,7,1,53,0,false,5,1,"A",1
-5,-7,-21,0,0,0,0,0,8,1,53,0,false,5,1,"A",1
-6,4,-1,0,0,0,0,0,9,1,53,0,false,5,1,"A",1
-75,4,7,1,0,0,0,0,10,2,52,0,false,5,1,"A",1
-17,59,68,0,0,0,0,0,11,2,52,0,false,5,1,"A",1
0,28,75,0,0,0,0,0,12,2,52,0,false,5,1,"A",1
1,2,36,0,0,0,0,0,13,2,52,0,false,5,1,"A",1
-3,-1,12,0,0,0,0,0,14,2,52,0,false,5,1,"A",1
1,75,-2,0,1,0,0,0,15,3,51,0,false,5,1,"A",1
7,19,56,0,0,0,0,0,16,3,56,5,true,5,1,"A",1
1,2,24,0,0,0,0,0,17,3,56,5,false,5,1,"A",1
3,0,9,0,0,0,0,0,18,3,56,5,false,5,1,"A",1
-6,5,3,0,0,0,0,0,19,3,56,5,false,5,1,"A",1
-8,-75,11,0,1,0,0,0,20,4,55,5,false,5,1,"A",1
-2,-8,-49,0,0,0,0,0,21,4,55,5,false,5,1,"A",1
4,-3,-12,0,0,0,0,0,22,4,55,5,false,5,1,"A",1
3,-3,-9,0,0,0,0,0,23,4,55,5,false,5,1,"A",1
1,3,-12,0,0,0,0,0,24,4,55,5,false,5,1,"A",1
-50,-3,6,1,0,0,0,0,25,5,54,5,false,5,1,"A",1
-50,35,38,1,0,0,0,0,26,6,53,5,false,5,1,"A",1
-50,44,79,1,0,0,0,0,27,7,52,5,false,5,1,"A",1
-50,54,79,1,0,0,0,0,28,8,51,5,false,5,1,"A",1
-10,60,100,0,0,0,0,0,29,8,51,5,false,5,1,"A",1
-5,19,73,0,0,0,0,0,30,8,51,5,false,5,1,"A",1
